product_name,category,price,stock,daily_sales,lead_time,demand
Milk,Grocery,34007,153,8,2,21
Chair,Furniture,38192,242,16,9,141
Phone,Electronics,37621,25,26,15,388
Bottle,Accessories,3456,85,11,7,82
Pen,Stationery,41370,119,17,2,37
Pen,Stationery,7134,243,30,14,415
Monitor,Electronics,1587,51,7,8,57
Shampoo,Personal Care,34599,140,8,8,65
Bottle,Accessories,38131,48,25,3,74
Phone,Electronics,46193,155,17,3,55
Soap,Personal Care,39852,144,11,15,170
Monitor,Electronics,38337,245,28,3,80
Notebook,Stationery,44770,65,22,8,172
Soap,Personal Care,49367,192,30,12,365
Shampoo,Personal Care,17872,266,24,2,50
Shoes,Fashion,18713,106,10,14,140
Table,Furniture,14929,52,4,15,55
Printer,Electronics,4748,174,30,15,455
Keyboard,Electronics,34923,266,23,11,251
Pen,Stationery,8517,140,16,10,158
Sugar,Grocery,32045,291,25,10,252
Soap,Personal Care,20777,2,13,1,13
Phone,Electronics,26637,155,15,5,73
Chair,Furniture,49449,224,2,3,11
Headphones,Electronics,28305,291,1,10,8
Laptop,Electronics,15813,170,21,4,79
Sugar,Grocery,39112,44,12,6,69
Bottle,Accessories,2790,48,1,8,8
Keyboard,Electronics,3083,48,28,4,117
Keyboard,Electronics,2832,27,27,8,211
Printer,Electronics,45289,163,16,14,224
Printer,Electronics,17986,47,28,2,54
Sugar,Grocery,39534,220,23,9,209
Bag,Fashion,23467,79,11,12,135
Laptop,Electronics,38432,174,2,5,6
Notebook,Stationery,17046,127,26,8,212
Shampoo,Personal Care,23834,17,22,7,152
Soap,Personal Care,6061,8,25,3,79
Rice,Grocery,27989,137,15,7,106
Shoes,Fashion,3248,49,26,7,178
Soap,Personal Care,29741,129,30,1,35
Bag,Fashion,41062,217,10,13,132
Chair,Furniture,49869,210,19,8,155
Mouse,Electronics,49306,193,15,13,195
Table,Furniture,39430,14,25,9,226
Milk,Grocery,48538,221,29,15,432
Headphones,Electronics,16443,243,18,5,89
Pen,Stationery,32896,244,17,4,73
Shoes,Fashion,24685,81,7,11,72
Notebook,Stationery,11752,285,12,4,53
Oil,Grocery,30625,76,3,3,14
Phone,Electronics,31215,298,9,5,49
Keyboard,Electronics,17604,51,8,5,35
Soap,Personal Care,2429,259,3,12,31
Pen,Stationery,2138,180,25,3,76
Notebook,Stationery,36803,67,12,10,119
Mouse,Electronics,34316,53,24,8,191
Shampoo,Personal Care,20679,101,24,8,194
Phone,Electronics,7699,197,5,7,30
Sugar,Grocery,47117,291,30,4,116
Soap,Personal Care,29322,56,16,7,109
Rice,Grocery,38383,59,2,1,5
Rice,Grocery,22862,235,22,2,43
Sugar,Grocery,513,7,23,11,258
Mouse,Electronics,22147,229,22,7,154
Keyboard,Electronics,23168,174,20,14,281
Keyboard,Electronics,48764,47,26,10,255
Pen,Stationery,12853,284,9,7,59
Bottle,Accessories,35910,203,8,3,25
Table,Furniture,47988,106,25,13,329
Pen,Stationery,43365,167,22,5,112
Notebook,Stationery,17822,148,30,1,26
Rice,Grocery,43033,137,3,12,31
Printer,Electronics,20700,168,18,4,71
Headphones,Electronics,25558,290,9,9,82
Keyboard,Electronics,26542,231,17,14,235
Mouse,Electronics,7795,214,11,12,128
Mouse,Electronics,46206,19,27,10,274
Monitor,Electronics,45113,57,30,3,85
Rice,Grocery,13585,137,25,15,380
Oil,Grocery,15737,55,15,14,208
Rice,Grocery,11085,146,11,1,13
Table,Furniture,24492,104,11,6,65
Bag,Fashion,36125,245,20,2,45
Rice,Grocery,41209,100,4,8,36
Headphones,Electronics,18005,37,22,3,68
Laptop,Electronics,4663,103,22,9,196
Mouse,Electronics,13795,216,11,5,52
Chair,Furniture,20338,216,13,1,10
Bottle,Accessories,12011,162,9,9,76
Rice,Grocery,42456,241,4,14,57
Soap,Personal Care,3562,130,9,7,67
Milk,Grocery,11651,61,30,5,154
Shampoo,Personal Care,6725,218,29,11,314
Keyboard,Electronics,34544,38,21,11,231
Chair,Furniture,42227,40,5,14,68
Headphones,Electronics,19186,265,26,7,184
Chair,Furniture,15128,272,21,9,191
Chair,Furniture,39243,47,30,3,94
Shoes,Fashion,3498,280,5,14,68
Headphones,Electronics,16142,287,18,5,94
Sugar,Grocery,4186,160,7,10,73
Pen,Stationery,40,98,1,2,5
Table,Furniture,5040,221,3,4,13
Bag,Fashion,6651,128,3,2,9
Phone,Electronics,36105,195,13,12,161
Bottle,Accessories,41311,282,21,13,271
Keyboard,Electronics,19597,127,9,2,17
Sugar,Grocery,43067,158,8,2,14
Printer,Electronics,11310,276,29,15,430
Chair,Furniture,16897,291,17,10,170
Laptop,Electronics,4763,19,28,3,81
Milk,Grocery,16530,125,25,11,273
Shampoo,Personal Care,22094,39,13,9,121
Mouse,Electronics,42555,52,28,5,145
Soap,Personal Care,22409,98,7,9,58
Phone,Electronics,5655,149,12,4,45
Phone,Electronics,15472,205,14,3,47
Milk,Grocery,28838,115,25,15,380
Keyboard,Electronics,6279,145,25,6,155
Printer,Electronics,36196,23,1,15,13
Milk,Grocery,40292,69,30,1,31
Pen,Stationery,24960,256,28,1,29
Chair,Furniture,44885,109,12,3,32
Milk,Grocery,32847,109,18,10,180
Chair,Furniture,9274,110,29,3,86
Printer,Electronics,2726,238,24,3,75
Sugar,Grocery,4954,103,7,9,64
Shampoo,Personal Care,13743,95,15,4,56
Keyboard,Electronics,18332,66,6,4,29
Sugar,Grocery,4582,47,10,9,90
Sugar,Grocery,35007,25,3,7,16
Notebook,Stationery,49219,258,7,13,93
Headphones,Electronics,6770,178,15,4,57
Oil,Grocery,36839,293,22,6,128
Monitor,Electronics,1040,164,6,1,7
Printer,Electronics,14358,111,20,14,279
Printer,Electronics,33972,216,7,15,105
Rice,Grocery,3737,169,29,1,25
Sugar,Grocery,31098,278,21,13,275
Printer,Electronics,43378,194,8,5,41
Mouse,Electronics,1256,58,18,5,92
Shampoo,Personal Care,49764,84,23,14,324
Pen,Stationery,41435,296,15,13,197
Headphones,Electronics,21662,280,30,4,116
Bag,Fashion,2523,15,12,2,20
Sugar,Grocery,23756,121,29,6,178
Bag,Fashion,46813,238,4,8,35
Bag,Fashion,1922,281,8,4,30
Phone,Electronics,13742,252,20,12,237
Bottle,Accessories,47111,13,26,15,390
Keyboard,Electronics,13873,144,24,14,340
Notebook,Stationery,38341,202,28,1,32
Bottle,Accessories,14849,201,29,5,145
Laptop,Electronics,35959,98,6,12,76
Rice,Grocery,47505,42,3,7,17
Printer,Electronics,47484,69,28,12,340
Phone,Electronics,23488,273,21,13,270
Printer,Electronics,20850,233,4,7,32
Mouse,Electronics,11865,4,9,10,91
Printer,Electronics,7289,71,26,1,31
Soap,Personal Care,23211,41,18,14,248
Bag,Fashion,36364,150,21,1,25
Rice,Grocery,40855,23,18,5,92
Headphones,Electronics,25182,46,26,8,208
Bottle,Accessories,42377,19,13,5,67
Soap,Personal Care,16889,243,29,3,92
Chair,Furniture,40546,185,14,5,71
Keyboard,Electronics,51,99,2,5,15
Laptop,Electronics,22627,86,23,10,227
Chair,Furniture,2749,12,13,12,157
Bottle,Accessories,23980,88,11,1,15
Pen,Stationery,7450,176,2,6,13
Notebook,Stationery,43618,57,20,1,17
Notebook,Stationery,16859,102,7,13,87
Shoes,Fashion,23774,238,19,15,284
Phone,Electronics,4345,279,18,12,219
Chair,Furniture,28475,163,22,11,244
Shampoo,Personal Care,43420,275,9,15,133
Oil,Grocery,8622,248,6,9,59
Monitor,Electronics,47222,227,28,2,55
Printer,Electronics,564,41,16,4,67
Shoes,Fashion,4054,299,3,8,28
Shampoo,Personal Care,5945,60,5,2,13
Table,Furniture,44126,88,10,12,118
Shampoo,Personal Care,11644,109,3,7,20
Keyboard,Electronics,10776,152,17,5,81
Sugar,Grocery,36840,41,3,7,20
Headphones,Electronics,5572,14,12,11,133
Sugar,Grocery,11848,121,20,9,181
Sugar,Grocery,27250,188,27,14,381
Milk,Grocery,35717,197,18,10,176
Phone,Electronics,21923,32,15,2,30
Notebook,Stationery,47243,205,23,12,272
Rice,Grocery,36087,23,22,15,325
Soap,Personal Care,41750,197,11,3,32
Phone,Electronics,24323,61,9,8,67
Pen,Stationery,6099,36,2,11,18
Oil,Grocery,35403,285,25,11,280
Chair,Furniture,1019,280,20,1,22
Monitor,Electronics,47314,298,9,1,11
Headphones,Electronics,32038,140,28,1,26
Printer,Electronics,33539,218,22,5,107
Notebook,Stationery,49757,47,29,10,285
Oil,Grocery,497,157,18,1,16
Chair,Furniture,975,20,25,14,352
Printer,Electronics,34701,287,25,4,102
Printer,Electronics,15074,68,6,11,65
Chair,Furniture,43666,215,6,4,21
Phone,Electronics,46103,17,22,1,22
Soap,Personal Care,29123,97,11,3,38
Chair,Furniture,41076,274,14,7,103
Table,Furniture,23033,5,4,4,13
Notebook,Stationery,26452,26,23,9,206
Shoes,Fashion,32304,41,23,15,343
Milk,Grocery,3042,68,17,9,156
Soap,Personal Care,6738,144,4,6,27
Table,Furniture,17639,145,17,9,155
Printer,Electronics,23997,110,14,8,113
Bottle,Accessories,23042,48,12,5,55
Sugar,Grocery,25943,79,1,14,16
Shoes,Fashion,37001,147,30,11,332
Monitor,Electronics,30764,20,13,12,156
Headphones,Electronics,39902,168,15,13,199
Phone,Electronics,29130,196,11,14,157
Milk,Grocery,156,178,10,8,82
Oil,Grocery,41542,126,26,1,31
Keyboard,Electronics,11419,121,12,9,105
Milk,Grocery,39992,173,25,9,227
Keyboard,Electronics,3816,289,16,3,47
Shoes,Fashion,31466,50,10,14,137
Shoes,Fashion,14605,145,3,14,37
Laptop,Electronics,36329,89,10,14,141
Oil,Grocery,20538,230,9,6,58
Keyboard,Electronics,42873,137,17,1,16
Oil,Grocery,29905,254,17,15,251
Laptop,Electronics,11150,226,5,7,31
Table,Furniture,1761,133,23,10,233
Shoes,Fashion,30052,290,1,8,7
Chair,Furniture,31794,5,12,13,155
Monitor,Electronics,22515,136,14,13,182
Keyboard,Electronics,28767,127,21,11,226
Pen,Stationery,11868,238,23,6,139
Shampoo,Personal Care,38843,209,8,3,25
Shoes,Fashion,16789,266,26,2,47
Shampoo,Personal Care,14596,173,26,8,209
Chair,Furniture,23663,229,11,11,122
Printer,Electronics,48457,98,10,12,119
Table,Furniture,9273,261,23,9,206
Mouse,Electronics,18677,254,4,12,49
Shoes,Fashion,7251,245,30,12,363
Headphones,Electronics,1198,94,24,5,117
Phone,Electronics,36881,86,1,15,13
Phone,Electronics,19491,287,17,11,190
Phone,Electronics,38941,105,25,14,352
Oil,Grocery,30632,273,27,9,239
Sugar,Grocery,10429,14,12,12,146
Pen,Stationery,45172,166,8,1,7
Mouse,Electronics,43025,64,4,13,48
Table,Furniture,8663,142,6,10,59
Pen,Stationery,27494,5,22,13,281
Laptop,Electronics,8450,4,15,6,88
Shampoo,Personal Care,4898,52,15,12,183
Sugar,Grocery,5316,170,17,8,139
Pen,Stationery,22250,220,8,15,123
Shampoo,Personal Care,11332,165,24,15,359
Headphones,Electronics,34711,271,15,11,162
Phone,Electronics,17375,28,4,4,21
Chair,Furniture,18872,72,12,14,168
Sugar,Grocery,38630,15,3,15,41
Pen,Stationery,7201,190,17,5,84
Table,Furniture,34491,228,3,13,44
Shoes,Fashion,15287,33,23,11,254
Headphones,Electronics,43205,135,20,8,161
Pen,Stationery,8534,74,11,9,98
Milk,Grocery,14022,61,6,11,65
Sugar,Grocery,12162,123,27,8,218
Bag,Fashion,24990,3,20,2,45
Soap,Personal Care,5049,19,4,5,21
Soap,Personal Care,28805,164,28,13,363
Bottle,Accessories,23953,225,7,10,68
Laptop,Electronics,10858,154,1,14,12
Headphones,Electronics,22333,134,21,11,234
Shampoo,Personal Care,2577,251,4,6,25
Chair,Furniture,35380,135,10,8,80
Monitor,Electronics,8007,278,17,10,165
Sugar,Grocery,31633,159,29,1,27
Table,Furniture,9221,127,20,10,195
Printer,Electronics,43749,37,2,3,5
Laptop,Electronics,17917,256,2,2,4
Shampoo,Personal Care,32189,298,18,6,110
Printer,Electronics,20310,79,24,14,336
Phone,Electronics,21427,300,30,14,422
Notebook,Stationery,21664,235,27,3,84
Milk,Grocery,7729,290,28,8,220
Headphones,Electronics,46753,15,27,4,104
Monitor,Electronics,49308,251,2,12,23
Mouse,Electronics,35181,234,4,9,32
Printer,Electronics,32875,141,11,1,13
Rice,Grocery,49953,161,29,8,229
Mouse,Electronics,9550,104,25,14,355
Sugar,Grocery,21227,162,11,4,47
Printer,Electronics,15497,176,16,8,129
Headphones,Electronics,45274,46,18,11,194
Chair,Furniture,38648,183,20,13,255
Printer,Electronics,40036,80,9,1,11
Sugar,Grocery,33027,195,4,3,7
Notebook,Stationery,18869,32,23,15,348
Oil,Grocery,38388,224,5,10,48
Oil,Grocery,18819,266,28,1,28
Mouse,Electronics,25786,5,16,12,190
Monitor,Electronics,28202,119,22,5,107
Table,Furniture,38317,166,30,12,355
Laptop,Electronics,29548,74,23,9,202
Headphones,Electronics,22680,71,11,6,66
Keyboard,Electronics,8236,22,13,1,8
Monitor,Electronics,37970,182,23,4,93
Headphones,Electronics,25145,127,19,8,157
Mouse,Electronics,2067,220,20,14,275
Shoes,Fashion,23083,267,11,2,24
Bag,Fashion,40416,27,25,13,326
Table,Furniture,32203,146,1,9,4
Mouse,Electronics,23656,64,23,4,93
Chair,Furniture,29398,43,16,2,34
Phone,Electronics,1639,50,1,2,0
Shampoo,Personal Care,42997,250,13,9,118
Printer,Electronics,39160,138,13,12,161
Shoes,Fashion,12727,236,4,10,38
Mouse,Electronics,23882,183,11,10,109
Oil,Grocery,20272,167,11,8,89
Rice,Grocery,24205,263,30,11,330
Table,Furniture,32294,149,22,1,20
Bottle,Accessories,44157,250,27,3,81
Shoes,Fashion,16410,251,7,11,81
Monitor,Electronics,1050,1,13,14,187
Monitor,Electronics,47088,95,4,14,61
Bag,Fashion,19877,96,13,9,115
Shoes,Fashion,37040,243,16,13,205
Pen,Stationery,44471,60,26,15,392
Sugar,Grocery,22557,139,26,1,27
Pen,Stationery,38641,86,14,8,110
Rice,Grocery,721,186,30,12,365
Table,Furniture,29571,43,23,9,203
Sugar,Grocery,32024,112,15,9,133
Laptop,Electronics,39372,158,21,13,269
Notebook,Stationery,40191,123,19,13,242
Headphones,Electronics,14738,279,2,5,8
Notebook,Stationery,49303,287,8,3,19
Monitor,Electronics,1995,13,19,3,61
Bottle,Accessories,6171,216,2,9,15
Soap,Personal Care,9906,260,16,4,60
Pen,Stationery,649,189,21,15,312
Pen,Stationery,46263,246,12,12,140
Printer,Electronics,28225,218,5,14,66
Pen,Stationery,14096,58,28,8,221
Headphones,Electronics,21420,107,5,15,74
Bottle,Accessories,3836,150,9,14,124
Printer,Electronics,14686,92,8,3,26
Shampoo,Personal Care,34363,224,28,14,393
Phone,Electronics,77,261,29,15,439
Oil,Grocery,8016,95,26,12,311
Rice,Grocery,10224,46,3,6,22
Soap,Personal Care,1667,40,7,9,65
Laptop,Electronics,22374,186,26,10,260
Rice,Grocery,41187,226,18,1,22
Phone,Electronics,2070,83,30,15,454
Laptop,Electronics,47601,271,30,8,245
Oil,Grocery,39079,130,3,11,36
Sugar,Grocery,35777,296,23,12,279
Printer,Electronics,22669,30,4,14,59
Bottle,Accessories,22039,297,5,14,74
Oil,Grocery,45659,281,2,11,20
Monitor,Electronics,23093,248,17,8,134
Bottle,Accessories,28096,118,22,9,195
Pen,Stationery,9813,173,1,8,10
Phone,Electronics,44328,136,20,5,105
Shoes,Fashion,49505,240,16,13,212
Shoes,Fashion,5455,86,16,13,206
Chair,Furniture,12503,250,21,10,211
Bag,Fashion,35010,44,23,5,116
Table,Furniture,8596,155,20,6,125
Pen,Stationery,37797,292,5,11,53
Soap,Personal Care,22734,136,5,7,40
Headphones,Electronics,13537,150,24,4,92
Pen,Stationery,42285,197,18,12,215
Notebook,Stationery,10622,2,29,9,259
Shoes,Fashion,26312,234,4,5,16
Phone,Electronics,25516,34,5,7,34
Monitor,Electronics,14736,300,21,7,148
Mouse,Electronics,47381,222,2,9,14
Bag,Fashion,24628,149,2,1,0
Mouse,Electronics,30362,62,4,5,16
Shampoo,Personal Care,37229,213,2,14,29
Rice,Grocery,16292,232,8,13,109
Rice,Grocery,28077,254,1,6,7
Soap,Personal Care,14019,168,22,11,242
Headphones,Electronics,22850,34,12,12,143
Table,Furniture,249,184,22,15,332
Bag,Fashion,30597,41,10,7,72
Soap,Personal Care,37025,222,4,6,25
Sugar,Grocery,31711,87,7,9,61
Milk,Grocery,44914,199,7,8,56
Pen,Stationery,39289,265,7,2,18
Monitor,Electronics,3063,129,12,5,61
Shampoo,Personal Care,41645,30,3,13,43
Shoes,Fashion,28222,160,26,10,264
Rice,Grocery,8286,83,22,13,290
Table,Furniture,24856,106,29,15,435
Printer,Electronics,23298,284,11,12,135
Laptop,Electronics,42667,12,6,15,93
Printer,Electronics,7351,293,9,11,99
Notebook,Stationery,30430,233,4,3,9
Notebook,Stationery,29087,284,1,2,3
Laptop,Electronics,6013,166,19,2,33
Table,Furniture,25394,4,27,13,353
Chair,Furniture,32736,279,29,5,143
Monitor,Electronics,10710,138,6,1,2
Mouse,Electronics,24768,143,7,5,33
Phone,Electronics,42151,27,20,2,41
Bottle,Accessories,7313,102,24,4,93
Pen,Stationery,11693,79,8,5,37
Shoes,Fashion,41244,122,7,6,42
Sugar,Grocery,25442,185,9,2,20
Laptop,Electronics,8507,20,25,8,202
Headphones,Electronics,49058,170,23,13,304
Table,Furniture,40192,174,5,9,40
Keyboard,Electronics,24649,105,22,6,136
Sugar,Grocery,33010,228,25,9,223
Monitor,Electronics,44598,154,30,8,244
Oil,Grocery,23777,62,20,9,183
Headphones,Electronics,1991,261,16,8,133
Keyboard,Electronics,15913,247,17,12,206
Laptop,Electronics,44654,31,18,13,232
Bottle,Accessories,48591,61,11,12,128
Rice,Grocery,19378,139,22,10,222
Soap,Personal Care,4673,16,27,7,184
Rice,Grocery,22579,195,3,12,35
Table,Furniture,22370,124,25,14,351
Shampoo,Personal Care,32589,149,7,6,47
Chair,Furniture,19275,14,17,8,134
Keyboard,Electronics,16256,139,23,11,250
Printer,Electronics,7184,276,4,2,7
Rice,Grocery,39651,238,22,15,330
Soap,Personal Care,523,198,22,5,113
Printer,Electronics,7227,285,16,14,221
Chair,Furniture,2910,153,28,7,199
Mouse,Electronics,23961,236,1,7,10
Milk,Grocery,45054,237,23,11,248
Bag,Fashion,841,195,27,4,105
Monitor,Electronics,41853,0,18,11,195
Pen,Stationery,18644,42,16,11,181
Bottle,Accessories,29565,196,1,7,2
Chair,Furniture,5736,52,7,14,102
Soap,Personal Care,3770,294,26,7,181
Printer,Electronics,15378,8,9,12,111
Notebook,Stationery,19442,167,23,12,275
Bottle,Accessories,47027,204,9,15,130
Table,Furniture,20642,190,8,1,6
Chair,Furniture,10126,249,25,15,376
Shampoo,Personal Care,2335,245,28,14,395
Shampoo,Personal Care,5223,297,13,4,47
Chair,Furniture,29700,291,28,9,248
Printer,Electronics,23310,178,17,13,217
Table,Furniture,49874,132,9,13,114
Oil,Grocery,28416,169,7,3,20
Rice,Grocery,30315,278,2,5,6
Printer,Electronics,11868,146,26,10,261
Oil,Grocery,36268,198,10,7,69
Printer,Electronics,13114,115,9,3,32
Mouse,Electronics,17326,207,28,1,32
Laptop,Electronics,11080,139,12,5,55
Bag,Fashion,12243,24,2,4,12
Shampoo,Personal Care,32971,257,17,13,223
Table,Furniture,22732,287,24,3,71
Chair,Furniture,28343,82,11,15,168
Oil,Grocery,1703,185,11,2,21
Pen,Stationery,16277,138,23,7,163
Chair,Furniture,37392,31,14,13,185
Shoes,Fashion,13686,76,13,4,52
Notebook,Stationery,22669,19,10,15,148
Pen,Stationery,29001,249,21,7,142
Printer,Electronics,19289,261,6,9,49
Shampoo,Personal Care,40736,169,9,2,13
Keyboard,Electronics,46260,86,12,11,127
Shampoo,Personal Care,17674,151,26,9,236
Sugar,Grocery,18312,177,12,8,97
Mouse,Electronics,24637,229,27,2,51
Mouse,Electronics,47144,197,16,14,222
Rice,Grocery,11310,26,2,3,8
Table,Furniture,16411,36,14,15,214
Sugar,Grocery,46608,226,12,4,43
Shoes,Fashion,28910,65,2,7,16
Keyboard,Electronics,42599,132,4,13,47
Headphones,Electronics,44534,116,3,9,26
Bottle,Accessories,25547,133,29,1,25
Headphones,Electronics,22449,197,26,10,257
Phone,Electronics,2903,42,30,8,245
Monitor,Electronics,14873,207,18,2,38
Monitor,Electronics,17592,217,1,15,17
Sugar,Grocery,22740,274,27,3,80
Shampoo,Personal Care,8074,194,17,7,123
Shoes,Fashion,32098,272,26,15,392
Mouse,Electronics,44949,212,28,6,166
Monitor,Electronics,13752,1,16,1,12
Table,Furniture,43247,161,27,4,105
Milk,Grocery,19770,244,26,7,187
Pen,Stationery,43433,258,17,12,201
Milk,Grocery,40491,138,17,8,141
Chair,Furniture,47206,286,30,11,326
Pen,Stationery,44481,295,15,12,182
Monitor,Electronics,11999,44,17,13,224
Notebook,Stationery,41743,248,21,9,189
Pen,Stationery,49654,94,13,10,133
Phone,Electronics,4356,46,12,14,164
Keyboard,Electronics,15734,161,10,12,123
Rice,Grocery,14867,205,30,7,206
Laptop,Electronics,13813,125,23,11,249
Table,Furniture,4952,12,17,10,166
Shoes,Fashion,21091,260,3,11,33
Chair,Furniture,36523,17,14,10,138
Laptop,Electronics,3752,181,11,10,105
Chair,Furniture,24698,295,2,13,29
Oil,Grocery,47778,77,27,8,218
Rice,Grocery,36185,137,8,11,87
Headphones,Electronics,29477,110,27,10,272
Headphones,Electronics,2659,118,3,7,21
Chair,Furniture,34494,48,21,13,271
Mouse,Electronics,41390,13,2,7,17
Printer,Electronics,25421,107,28,14,392
Mouse,Electronics,22701,189,25,10,251
Pen,Stationery,34839,226,23,2,44
Soap,Personal Care,26249,202,5,6,34
Printer,Electronics,25212,97,13,5,63
Bag,Fashion,21730,29,12,6,74
Monitor,Electronics,43198,299,30,9,271
Soap,Personal Care,11346,192,20,11,215
Bag,Fashion,23004,280,22,7,152
Shoes,Fashion,46970,175,6,9,53
Oil,Grocery,8293,230,16,15,244
Pen,Stationery,25567,153,20,7,139
Headphones,Electronics,22444,55,17,4,67
Shampoo,Personal Care,16648,59,18,5,86
Shampoo,Personal Care,14907,116,5,4,20
Bottle,Accessories,34926,14,6,12,77
Milk,Grocery,37821,129,26,4,106
Mouse,Electronics,28094,6,15,2,27
Keyboard,Electronics,15472,247,6,2,7
Pen,Stationery,47849,169,23,8,181
Chair,Furniture,27949,43,10,6,58
Phone,Electronics,20409,173,25,15,371
Bottle,Accessories,13675,144,28,4,114
Shoes,Fashion,28724,274,6,4,21
Chair,Furniture,42018,162,19,15,282
Mouse,Electronics,10666,71,25,6,153
Soap,Personal Care,25972,205,11,3,30
Phone,Electronics,8891,203,16,7,111
Bag,Fashion,28605,105,22,5,112
Monitor,Electronics,18856,241,7,10,65
Oil,Grocery,8781,211,21,8,169
Shoes,Fashion,2499,264,1,7,11
Milk,Grocery,19929,216,3,14,45
Oil,Grocery,40582,215,7,7,50
Keyboard,Electronics,37311,6,1,12,10
Chair,Furniture,6895,23,20,5,100
Laptop,Electronics,11632,60,28,8,228
Pen,Stationery,23711,227,4,3,12
Rice,Grocery,18903,76,15,10,145
Shoes,Fashion,42799,103,5,14,68
Pen,Stationery,16349,241,10,7,74
Notebook,Stationery,11692,18,26,3,73
Monitor,Electronics,21894,215,19,12,233
Headphones,Electronics,20448,285,20,15,296
Printer,Electronics,45772,300,9,9,84
Headphones,Electronics,41699,117,8,9,74
Milk,Grocery,4750,55,25,5,124
Shampoo,Personal Care,818,36,28,12,332
Bottle,Accessories,3698,158,11,13,148
Bag,Fashion,28260,201,25,14,350
Pen,Stationery,2943,35,7,12,85
Pen,Stationery,29592,96,20,1,23
Headphones,Electronics,42154,16,6,8,50
Sugar,Grocery,49505,166,2,10,19
Shoes,Fashion,36064,50,21,12,249
Bag,Fashion,21879,68,3,8,29
Shoes,Fashion,37095,228,21,11,229
Pen,Stationery,38688,190,20,11,215
Phone,Electronics,38925,298,14,11,157
Rice,Grocery,46144,46,13,9,118
Bag,Fashion,2126,54,19,13,243
Monitor,Electronics,26806,35,12,12,144
Pen,Stationery,39518,134,9,11,96
Monitor,Electronics,25611,294,30,5,150
Oil,Grocery,30797,265,16,3,43
Mouse,Electronics,34258,143,4,9,40
Table,Furniture,49059,88,22,11,237
Oil,Grocery,24219,220,7,14,101
Rice,Grocery,21742,85,2,8,21
Bottle,Accessories,23002,142,17,14,239
Monitor,Electronics,44405,252,14,4,57
Rice,Grocery,40523,210,26,5,130
Rice,Grocery,2940,171,30,6,180
Keyboard,Electronics,24974,267,11,1,15
Notebook,Stationery,29048,86,1,4,5
Laptop,Electronics,44344,94,23,1,23
Monitor,Electronics,28868,213,18,12,216
Shampoo,Personal Care,42786,149,8,4,35
Chair,Furniture,20610,235,9,1,14
Sugar,Grocery,1962,210,25,4,95
Bag,Fashion,7152,4,2,5,6
Phone,Electronics,11290,152,4,12,49
Headphones,Electronics,19133,151,10,2,25
Chair,Furniture,41082,128,8,13,103
Pen,Stationery,45341,160,18,1,22
Notebook,Stationery,6489,102,26,14,360
Pen,Stationery,28430,190,21,4,88
Bottle,Accessories,44832,232,7,2,19
Mouse,Electronics,21703,282,14,3,42
Monitor,Electronics,39753,158,9,12,104
Bottle,Accessories,29482,186,3,12,41
Printer,Electronics,2192,109,1,9,7
Notebook,Stationery,2497,25,29,6,170
Oil,Grocery,42777,105,26,1,29
Oil,Grocery,41791,123,23,4,92
Bottle,Accessories,1315,204,20,7,142
Oil,Grocery,40666,119,24,2,46
Shampoo,Personal Care,33848,7,21,10,210
Phone,Electronics,44745,110,30,6,178
Soap,Personal Care,26833,51,24,11,268
Shoes,Fashion,43153,25,26,7,184
Milk,Grocery,19901,198,26,11,284
Soap,Personal Care,5215,61,29,3,91
Phone,Electronics,48481,119,7,15,109
Shoes,Fashion,23289,85,20,3,57
Laptop,Electronics,27520,106,8,11,85
Bottle,Accessories,21307,41,20,1,15
Rice,Grocery,32050,6,2,5,7
Shoes,Fashion,15462,150,27,6,161
Rice,Grocery,12476,35,19,13,250
Monitor,Electronics,20355,128,22,3,70
Chair,Furniture,97,113,7,7,52
Soap,Personal Care,3249,258,16,7,114
Pen,Stationery,28503,63,9,8,73
Rice,Grocery,39876,213,5,3,13
Mouse,Electronics,32373,80,8,12,101
Notebook,Stationery,11852,129,26,3,78
Pen,Stationery,30809,27,20,3,65
Notebook,Stationery,11453,120,14,13,178
Notebook,Stationery,6109,30,25,6,149
Laptop,Electronics,47641,222,7,2,19
Shampoo,Personal Care,46776,108,1,8,3
Headphones,Electronics,1009,143,18,2,40
Shoes,Fashion,38534,95,23,15,349
Shampoo,Personal Care,33241,137,15,6,90
Bottle,Accessories,39794,126,4,15,57
Pen,Stationery,23255,220,2,10,25
Table,Furniture,26442,15,23,10,226
Milk,Grocery,4740,21,20,2,43
Pen,Stationery,1227,297,27,3,78
Shoes,Fashion,10431,247,17,11,191
Soap,Personal Care,35384,50,15,8,121
Oil,Grocery,24722,117,1,5,9
Sugar,Grocery,49172,113,19,11,208
Soap,Personal Care,23218,169,7,6,39
Chair,Furniture,40521,159,15,6,91
Printer,Electronics,8795,276,12,2,20
Bag,Fashion,12712,182,1,6,8
Table,Furniture,40350,176,5,12,55
Notebook,Stationery,33201,229,4,11,42
Shoes,Fashion,25738,179,15,13,190
Keyboard,Electronics,33148,100,21,4,84
Phone,Electronics,14068,197,23,1,27
Milk,Grocery,28072,234,25,15,377
Table,Furniture,33423,187,12,4,51
Shampoo,Personal Care,11761,180,3,4,13
Headphones,Electronics,32278,229,18,12,215
Bottle,Accessories,37467,227,17,14,233
Headphones,Electronics,34781,298,30,6,175
